,eta,Va
0,0.0,0.999999060714785
1,0.05263157894736842,0.9932075602180775
2,0.10526315789473684,0.9726603929826634
3,0.15789473684210525,0.8804932729094203
4,0.21052631578947367,0.7995454728445097
5,0.2631578947368421,0.8351015023818318
6,0.3157894736842105,0.6632648749079659
7,0.3684210526315789,0.4959963545513811
8,0.42105263157894735,0.45027195351895233
9,0.47368421052631576,0.4086984540750829
10,0.5263157894736842,0.4814315456627306
11,0.5789473684210527,0.4345780170042701
12,0.631578947368421,0.08346798324148169
13,0.6842105263157894,0.1537320486535588
14,0.7368421052631579,0.245602480818977
15,0.7894736842105263,0.20837954093011127
16,0.8421052631578947,0.08832550786094165
17,0.894736842105263,0.07380231634218459
18,0.9473684210526315,0.10089041900970727
19,1.0,0.11765280075071316
