,eta,Va
0,0.0,0.9999994007641615
1,0.05263157894736842,0.9953378075995228
2,0.10526315789473684,0.9787918631424014
3,0.15789473684210525,0.9370731749240873
4,0.21052631578947367,0.8969529956139529
5,0.2631578947368421,0.8531751981726049
6,0.3157894736842105,0.7129050802199478
7,0.3684210526315789,0.6328814688866691
8,0.42105263157894735,0.6329459237516357
9,0.47368421052631576,0.58848101258729
10,0.5263157894736842,0.3166179380296701
11,0.5789473684210527,0.36069886404745366
12,0.631578947368421,0.3377691902041738
13,0.6842105263157894,0.2713711185846649
14,0.7368421052631579,0.2759979480650518
15,0.7894736842105263,0.19702138504283742
16,0.8421052631578947,0.06942022932885468
17,0.894736842105263,0.1050132277935259
18,0.9473684210526315,0.10906759022816712
19,1.0,0.13886788722644386
