,eta,Va
0,0.0,0.9999901576788084
1,0.05263157894736842,0.9941499185956973
2,0.10526315789473684,0.9779807846478787
3,0.15789473684210525,0.952281784246319
4,0.21052631578947367,0.9156733560270749
5,0.2631578947368421,0.8634665021884482
6,0.3157894736842105,0.8309715391422245
7,0.3684210526315789,0.7614282608858991
8,0.42105263157894735,0.6993176898240901
9,0.47368421052631576,0.6358819466795592
10,0.5263157894736842,0.587889004984505
11,0.5789473684210527,0.4791549645202791
12,0.631578947368421,0.43012853831924414
13,0.6842105263157894,0.3247779371398098
14,0.7368421052631579,0.3225146835812088
15,0.7894736842105263,0.24367485656337448
16,0.8421052631578947,0.14578115661163757
17,0.894736842105263,0.11731473333777098
18,0.9473684210526315,0.029067141854051844
19,1.0,0.11518942477808262
