,eta,Va
0,0.0,0.9998276977728453
1,0.05263157894736842,0.9885617408981947
2,0.10526315789473684,0.9735269072664098
3,0.15789473684210525,0.9474812036761805
4,0.21052631578947367,0.9001690463424051
5,0.2631578947368421,0.8172003438112377
6,0.3157894736842105,0.7558795443708347
7,0.3684210526315789,0.7171435292744605
8,0.42105263157894735,0.6142287805189343
9,0.47368421052631576,0.5758540544320528
10,0.5263157894736842,0.3650250524890334
11,0.5789473684210527,0.41204705922092477
12,0.631578947368421,0.3332419575438595
13,0.6842105263157894,0.19715592553562108
14,0.7368421052631579,0.18624688016883367
15,0.7894736842105263,0.08022404791045845
16,0.8421052631578947,0.045242153703838245
17,0.894736842105263,0.053861230625404134
18,0.9473684210526315,0.030753734564653946
19,1.0,0.019863624688816233
